epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.3557206094264984,1.639794945716858,0.001,0.3526785671710968,1.6465559005737305
1,0.41018936038017273,1.529037356376648,0.001,0.3911830484867096,1.6272526979446411
2,0.4233357608318329,1.7255922555923462,0.001,0.1155133917927742,118.05579376220703
3,0.3724587559700012,4.282022953033447,0.001,0.3803013265132904,1.5696989297866821
4,0.4541618824005127,1.4295966625213623,0.001,0.3708147406578064,1.5954324007034302
5,0.455382376909256,1.419922947883606,0.001,0.3981584906578064,1.595938801765442
6,0.4594971537590027,1.412782073020935,0.001,0.4048549234867096,1.6175267696380615
7,0.4596366286277771,1.4108593463897705,0.001,0.4065290093421936,1.5873510837554932
8,0.469226211309433,1.3960820436477661,0.001,0.3911830484867096,1.5819779634475708
9,0.4636468291282654,1.401285171508789,0.001,0.3758370578289032,1.5628148317337036
10,0.47002825140953064,1.392526626586914,0.001,0.4034598171710968,1.6335195302963257
11,0.47159743309020996,1.3890620470046997,0.001,0.3939732015132904,1.5761948823928833
12,0.4662970304489136,1.3889626264572144,0.001,0.3861607015132904,1.6857057809829712
13,0.5032604336738586,1.3093606233596802,0.0005,0.3973214328289032,1.6130497455596924
14,0.5076541900634766,1.2947115898132324,0.0005,0.4017857015132904,1.5665967464447021
15,0.5096767544746399,1.2883626222610474,0.0005,0.40625,1.637198567390442
16,0.5183247923851013,1.2729182243347168,0.0005,0.4107142984867096,1.6006535291671753
17,0.5202426910400391,1.2622772455215454,0.0005,0.4093191921710968,1.6042652130126953
18,0.5248108506202698,1.2510188817977905,0.0005,0.3800223171710968,1.7301076650619507
19,0.5329357981681824,1.2332894802093506,0.0005,0.3722098171710968,1.694859266281128
20,0.5404331088066101,1.2218838930130005,0.0005,0.3903459906578064,1.6825647354125977
21,0.5395613312721252,1.2190279960632324,0.0005,0.4093191921710968,1.7053331136703491
22,0.5650521516799927,1.160882830619812,0.00025,0.4129464328289032,1.68146550655365
23,0.5656449198722839,1.1522709131240845,0.00025,0.3978794515132904,1.662204384803772
24,0.5689228177070618,1.1449307203292847,0.00025,0.4185267984867096,1.6473101377487183
25,0.5682602524757385,1.1414438486099243,0.00025,0.4126674234867096,1.7201807498931885
26,0.5727238059043884,1.1356991529464722,0.00025,0.404296875,1.743564248085022
27,0.5768734812736511,1.1267493963241577,0.00025,0.3989955484867096,1.7192968130111694
28,0.5797328948974609,1.1223547458648682,0.00025,0.40234375,1.793905258178711
29,0.577675461769104,1.1173583269119263,0.00025,0.4020647406578064,1.800561547279358
30,0.5974474549293518,1.0811631679534912,0.000125,0.4073660671710968,1.8111563920974731
31,0.6001673936843872,1.07774817943573,0.000125,0.4143415093421936,1.799028754234314
32,0.6005858182907104,1.0724464654922485,0.000125,0.4012276828289032,1.8389607667922974
33,0.5983541011810303,1.0724613666534424,0.000125,0.4073660671710968,1.8252906799316406
34,0.6010043025016785,1.0658929347991943,0.000125,0.4031808078289032,1.8597862720489502
35,0.6128953695297241,1.0460325479507446,6.25e-05,0.4093191921710968,1.8255070447921753
36,0.6131045818328857,1.0423187017440796,6.25e-05,0.4056919515132904,1.8554811477661133
37,0.6142553091049194,1.0382823944091797,6.25e-05,0.4026227593421936,1.8287906646728516
38,0.6119887232780457,1.037964940071106,6.25e-05,0.4029017984867096,1.8631632328033447
39,0.6136276721954346,1.0366705656051636,6.25e-05,0.4079241156578064,1.867849588394165
40,0.6228684782981873,1.0227019786834717,3.125e-05,0.400390625,1.8805887699127197
41,0.6199393272399902,1.0212370157241821,3.125e-05,0.400390625,1.9094600677490234
42,0.6203926205635071,1.0199624300003052,3.125e-05,0.4012276828289032,1.8850435018539429
43,0.6225546598434448,1.0169259309768677,3.125e-05,0.4031808078289032,1.916497826576233
44,0.6240192651748657,1.0148316621780396,3.125e-05,0.4001116156578064,1.9138262271881104
45,0.6266694664955139,1.0076872110366821,1.5625e-05,0.4020647406578064,1.9105855226516724
46,0.6272273659706116,1.0067439079284668,1.5625e-05,0.404296875,1.935974359512329
47,0.6290755867958069,1.0042030811309814,1.5625e-05,0.3989955484867096,1.9417483806610107
48,0.6299473643302917,1.0032165050506592,1.5625e-05,0.4034598171710968,1.935564398765564
49,0.6307494044303894,1.0015932321548462,1.5625e-05,0.4006696343421936,1.9456921815872192
50,0.6296334862709045,0.9981153011322021,7.8125e-06,0.4006696343421936,1.9433401823043823
51,0.6320047378540039,0.9968562126159668,7.8125e-06,0.4009486734867096,1.9557617902755737
52,0.6316211819648743,0.9957651495933533,7.8125e-06,0.3981584906578064,1.9666545391082764
53,0.6324929594993591,0.9950272440910339,7.8125e-06,0.3987165093421936,1.9608474969863892
54,0.6308888792991638,0.9952619671821594,7.8125e-06,0.400390625,1.970693826675415
55,0.6338528990745544,0.99247807264328,3.90625e-06,0.3984375,1.9651862382888794
56,0.6352826356887817,0.9915348291397095,3.90625e-06,0.3956473171710968,1.9759671688079834
57,0.633539080619812,0.9911852478981018,3.90625e-06,0.3987165093421936,1.9614635705947876
58,0.6348990201950073,0.990247905254364,3.90625e-06,0.3987165093421936,1.9812952280044556
59,0.6350385546684265,0.9898552894592285,3.90625e-06,0.3984375,1.977243185043335
60,0.6343411207199097,0.9875086545944214,1.953125e-06,0.3976004421710968,1.9691612720489502
61,0.6343759894371033,0.9885567426681519,1.953125e-06,0.3992745578289032,1.9796029329299927
62,0.6338528990745544,0.9887869358062744,1.953125e-06,0.3984375,1.9812709093093872
63,0.635352373123169,0.9888020753860474,1.953125e-06,0.3981584906578064,1.9843428134918213
64,0.6355615854263306,0.9885881543159485,1.953125e-06,0.3989955484867096,1.9741092920303345
65,0.634131908416748,0.9870495200157166,9.765625e-07,0.3998325765132904,1.980187177658081
66,0.6346898078918457,0.9879457354545593,9.765625e-07,0.3967633843421936,1.9823030233383179
